,tweet,bert_predict,lstm_predict,bert_lstm_predict
231,alhamdulillah dan ibubapak astrazeneca dos pertama,1,1,1
232,otoritas kesehatan filipina menghentikan penggunaan vaksin astrazeneca bawah usia tahun,-1,1,-1
233,garagara vaksin astrazeneca jadi demam sakit parah mual deh,-1,-1,-1
234,dah astrazeneca dak vaksin lagi sinovac,-1,-1,-1
235,lgi dapet nyeri trs abis vaksin dpt astrazeneca asli gatau ngeluhin yg dulu dirumah obat abis,-1,-1,-1
236,vaksin astrazeneca didakwa efektif tangkis varian baharu covid,1,1,1
237,deh divaksin astrazeneca bisa nangkal variant delta cuman diri rasanya egois banget lain dapet vaksin gue mau vaksin,-1,-1,-1
238,yg dpt vaksin smlm byk dri semenanjung dpt yg dri sarawak tiada nampak update yg dpt termasuk sy,-1,-1,-1
239,cepatkan pemberian vaksin rakyat melalui,1,-1,1
240,pertanyaan pertama ngeshare informasi vaksin gratis sinovac astrazeneca gratis masih aja nanya gini yakali pake vaksin astrazeneca motor astrahondamotor kaliurang km samping nasi padang super sederhana,1,1,1
241,plis pgn bgt vaksin astrazeneca,1,-1,1
242,vaksin pukul abg pkul ke abg msuk dgn kul saya masuk pukul,-1,-1,-1
243,udah vaksin kalo udah pake vaksin sinovac astrazeneca,-1,-1,-1
244,btw abis baca berita meninggal menerima vaksin astrazeneca keluhan dialami alm banget aku beberapa rekan kerja menerima vaksin sinovac bulan beda vaksin beda jg reaksi tubuh bersyukur sehat skrg ya allah,1,1,1
245,vaksin sisa astrazeneca doang yak,-1,-1,-1
246,dh dua kali vaksin dah haa meh aku baling bom dlm mulut kau ehh marah nii marah,-1,-1,-1
247,sindrom pembekuan darah terjadi sebagian penerima vaksin astrazeneca terus menarik perhatian dunia indonesia menghentikan distribusi penggunaan vaksin astrazeneca batch ctmav apakah vaksin masih aman,-1,1,-1
248,halo pembaca fatwa mui terkait vaksin astrazeneca menimbulkan polemik di kalangan masyarakat indonesia komisi fatwa mui mengumumkan vaksin astrazeneca mengandung tripsin babi,-1,-1,-1
249,vaksin astrazeneca laju sambal nyet,-1,1,-1
250,kamis pagi kemaren abisan vaksin astrazeneca ulalalaa sorenya hari berikutnya,1,-1,1
251,gue vaksin nya pake astrazeneca bekas suntiknya tuh asli sih kalo kata orangorang semingguan hilang ngilu nya gue bisa sampe minggu ya gue orang bukan anjir,-1,-1,-1
252,vaksin astrazeneca aman ga ya untuk umur lt tahun,-1,1,1
253,vaksin ntar pake astrazeneca pake sinovac aman gaes,1,1,1
254,hari dapat vaksinasi tahap pertama alhamdulillah terdapat efek divaksin astrazeneca,1,1,1
255,emak gue udh panik mendadak gamau vaksin takut dpt astrazeneca,-1,-1,-1
256,ya pikiran gua vaksin astrazeneca virus corona yg diinject kekuatannya besar utk org yg punya imun cukup kuat ampuh untuk latihan imun tubuh lawan covid yg asli untuk imun yg ga cukup kuat akan ngalamin efek dahsyat,-1,1,1
257,laptop rosak tekan tekan untuk vaksin minta ganti laptop baruu,-1,-1,-1
258,efek samping vaksin astrazeneca tuh diarenya dah sumpah kurus kaga boker mulu iya,-1,-1,-1
259,eh vaksin astrazeneca kaga ngapa yak,-1,-1,-1
260,yang tau gak kalo vaksin kokas dapetnya sinovac astrazeneca,-1,-1,-1
261,yaak memilih pendaftaran vaksin sinovac dibanding astrazeneca bukan karen isu isu nya gatau hhaha,-1,-1,-1
262,berbahagialah yg dapet vaksin sinovac kemaren gue dapet astrazeneca kesiksa njir,1,-1,1
263,udah vaksin astrazeneca di share testimoni nya dung,1,-1,1
264,baru vaksin astrazeneca semoga baikbaik kesan sampingan yang teruk cepatcepat pergi klinik kalau kesan sampingan tu manjamanja lightlight banyakkan berehat ya,1,1,1
265,batch abv batch dihentikan penggunaannya vaksin astrazeneca,-1,-1,-1
266,sabtu juni vaksin astrazeneca st shot wib demam meriang tangan pegalpegal wib lemes gak kelarkelar gak enak makan pusing,-1,-1,-1
267,az vaccination berhubung situasinya gw berbagi pengalaman vaksinasi covid pakai astrazeneca yg pada ragu untuk vaksin,1,1,-1
268,di sarawak dah daftar untuk vaksin astrazeneca,-1,1,-1
269,umur sih sudah tau yang di lakukan sudah punya astrazeneca sinovac vaksin,-1,-1,-1
270,jam habis vaksin covid astrazeneca efek samping yg sy rasakan ngantuk aja ges pegel nggak demam mual pusing jg gak besok pantau sempet kerasa anget badan hajar pecel ayam seger lg,-1,-1,-1
271,yg vaksin mending pake vaksin astrazeneca pada pake vaksin barista bapak terawan wkwkwk yg racik depan gedung dpr wkwk,1,-1,1
272,vaksin astrazeneca bener lumayan banyak orang ko,1,1,1
273,mana ambil vaksin astrazeneca pastu datang ambil vaksin alasan munasabah semoga dilaknat selaknat laknatnya,-1,1,-1
274,fyi kakak gue abis vaksin astrazeneca efeknya malem panas dingin keringetan smp ganti kaos pantesan dikasih obat pas abis suntik kmrn gue dpt sinovac gak dikasih obat soalnya tp pas bangun sahur udah enakan jd yg di vaksin zeneca siap panas dingin aja ya,-1,-1,1
275,yang udah vaksin astrazeneca setelahnya menjadi ngantuk,-1,-1,-1
276,budak kalo udah vaksin sinovac terus abis vaksin pake astrazeneca gak biar kuat biar double pelindung nya,-1,1,-1
277,arab saudi prancis membolehkan orang dr negara masuk negara nya asal sdh vaksin astrazeneca jadi misal sdh vaksin dr pemerintah naik haji ttp vaksin pakai punya az kebetulan,-1,-1,-1
278,vaksin astrazeneca untuk sehat riwayat sakit bawaan setahun terakhir,1,1,1
279,saat bakal circle pertemanan vaksin sinovac astrazeneca,-1,-1,-1
280,hbs vaksin org kantor bnyk yg gamasuk yg masuk cm stngah hari doang efek astrazeneca emg bner membangongkan,-1,-1,-1
281,esok appointment vaksin astrazeneca semoga dipermudahkan urusan amin,1,1,1
282,oke daftar vaksinasi alasannya mending pas stoknya astrazeneca aja gak dapat jatah stok vaksin punya dr terawan,-1,1,-1
283,overhear tongkrongan udah vaksin udah kemarin vaksinnya itu yang teh oh sinovac mau kalo sinovac mah ya anjir jadi kebagi dua gini sinovac astrazeneca udah kaya pilpres aja wkwkwkwk,1,-1,-1
284,yth tim sepekan keluhan terkait stok vaksin astrazeneca dosis kedua kota kupang ntt,-1,1,-1
285,tangan bengkak demam efek vaksin astrazeneca huhu,-1,-1,-1
286,kantorku ngasih libur hari kl abis vaksin astrazeneca hehe,1,1,1
287,selepas jam tiada sebarang side effect teruk dialami rasa lenguh tangan dicucuk jarum badan rasa seram sejuk terutama hari pertama alhamdulillah baik ayuh ambil vaksin,1,1,-1
288,yg taugaa vaksin astrazeneca indo dimanaa tolong infonya ya yg tau plis bgt lg butuuh cm bener yg az doang yg sinovac thx,-1,-1,-1
289,kodi katemela wa astrazeneca wa covid yu wakumwa sakupezeka enafe izi zobayana sitimazikonda konse anthu ndinu openga kwambiri,1,-1,1
290,katanya abis vaksin astrazeneca ngantuk gua engga ya demam nya sih udah mulai wkwkwk,-1,-1,-1
291,udah punya kekentalan darah ga ikut vaksin astrazeneca ya,-1,-1,-1
292,pejabat senior european medicines agency ema mengatakan jelas hubungan vaksin astrazeneca bentuk penggumpalan darah yg langka penyebab pastinya belum diketahui ema pekan mengatakan pihaknya mengeluarkan rekomendasi terbaru,-1,-1,1
293,vaksin astrazeneca halal karema mengandung tripsin babi mui memberikan hukum digunakan mempertimbangkan alasan kondisi darurat keterangan ahli kompeten yg tidak diberikan vaksin lebih berbahaya,-1,-1,-1
294,teman yg tau kah sekitar bogor yg vaksin pake astrazeneca mana ya,-1,1,-1
295,wal mana tempat vaksin nng astrazeneca,-1,1,-1
296,buatan orang yahudi inggris rakyat indonesia menolak suntik dengan suntik mati punahkan manusia bumi tanda akhir zaman kiamat,-1,-1,-1
297,server vaksin mmg mcm,-1,-1,-1
298,vaksinasi menggunakan vaksin astrazeneca iniih diutamakan para lansia pedagang pasar tradisional tokoh agama yg jg bagian dr pelayanan publik,-1,-1,1
299,selesai cucuk vaksin astrazeneca untuk hasilkan herd immunity untuk anakanak,-1,1,1
300,efeknya vaksin astrazeneca lumayan nendang ya istri adekku habis vaksin sabtu pagi langsung ko malemnya,1,-1,1
301,baru sore disuruh daftar vaksin eh tetiba besok pagi udah kenalan sm astrazeneca,-1,-1,1
302,pengennya vaksin astrazeneca tp dapetnya sinovac magabut ya sinovac bereaksi loh lawan virus awas aja klo magabut yg ingin sinovac gue nangis dpt sinovac sampe dibujukbujuk sm laki udah gpp aman untuk az ngeri klo ngerasain ky,-1,1,-1
303,kesan pesan hari pertama vaksin disc org beda hasilnya vaksin yg ambil vaksin astrazeneca lengan yg disuntik pegel bgt sampe detik pdhl suntiknya jam pagi sampe skrg pegel mual mules pupi terus balik toilet hr,-1,-1,-1
304,abis vaksin astrazeneca efek sampingnya maknyu bangett badan kayak rapuh wkwkw,1,-1,1
305,untuk vaksin covid pfizer menghasilkan comirnaty astrazeneca menghasilkan vaxzevria sinovac menghasilkan coronavac,-1,1,-1
306,korg dpt daftar vaksin admin dpt,-1,-1,-1
307,hari badan lemes njarem sekujur tubuh dankepala cekot cekot ngerasain yg setelah vaksin pake astrazeneca,-1,-1,-1
308,diberitakan bhw european medical agency ema satu badan regulatori ubatubatan eropah menilai kembali vaksin astrazeneca dikeluarkan pengilangannya korea,-1,-1,-1
309,kali guna jak mysejahtera pilihan untuk terima vaksin astrazeneca negeri banyak kes orang tu tolak dengan orang jadi tidak payah berebut,1,-1,1
310,mingdep vaksin nih yaudah cpt minta sinovac aja blh ga astrazeneca wkkwkw keknya resikonya sinovac lbh minim,1,-1,1
311,lepas jam vaksin oxfordaz demam pening dah hilang hearate normal sakit kt tempat cucuk tp kurang semalam masuk kerja mcm kat ofis,-1,-1,-1
312,jadi satu nya efek yg kurasakan stelah vaksin astrazeneca yg katanya babibu fafifu adalah ngantuk woy sumpah ngantuk bgt selesai vaksin screening observasi pasca vaksin selesai jam stengah jam satuan tidur baru kebangun ps adzan ashar barusan,-1,-1,-1
313,sumpah ges habis disuntik vaksin astrazeneca badan lemes pusing demam lah meriang badan lengan kayak habis ditembak berat mau digerakkin,-1,-1,-1
314,gatau kaya banget org abis vaksin astrazeneca efeknya serius banget jadi ngeri sinovac gitu ga,-1,-1,-1
315,yang membuat tempahan janji temu vaksinasi astrazeneca mei tarikh janji temu akan dilihat mulai esok mei sila semak mysejahtera nanti terima kasih,1,1,1
316,efek vaksin astrazeneca jam laper ngaco,-1,-1,-1
317,alhamdulillah dah daftar vaksin astrazeneca untuk ayah,1,-1,1
318,bersyukur menjadi warga kkm awalawal dah vaksin xyah berebut alhamdulillah,1,-1,1
319,ati unaogopa itakuaffect lakini na wakiita political rallies unaingia na kichwa tena mask lakini wakenya si mko na jokes itakuchoke,-1,-1,-1
320,minta doanya ya besok gue vaksin moga sehat aja vaksin gk gejala hahaha parno yg katanya dibawah umur th gk bole vaksin astrazeneca krn kasus penggumpalan darah,-1,1,-1
321,mks infota kdg mana bs vaksin astrazeneca,-1,-1,1
322,jam pasca vaksin astrazeneca blm ngerasain apa ngantuk dikit kuat kuat ya badan,-1,1,1
323,mohon jadi si bodoh memomokkan fakta salah pasal vaksin astrazeneca,-1,-1,-1
324,adakah bakal berperang daftar vaksin astrazeneca,-1,-1,-1
325,alhamdulillah siang gue udah vaksin astrazeneca dosis keluhan yg dirasa siang sampe malam tangan kiri pegel gampang laper bawaannya ngantuk,-1,-1,-1
326,tribun jogja gunakan vaksin astrazeneca ratusan warga semanu gunungkidul ikut vaksinasi,1,-1,-1
327,tempahan untuk slot janji temu vaksin astrazeneca tempahan ditutup terima kasih,1,1,1
328,astrazeneca vaksin dibolehin indo kayaknya kemaren baru baca bukannya vaksin bikin penggumpalan darah kan heboh di negara lah lah,-1,-1,-1
329,eropa berani kembali pakai vaksin astrazeneca disana krisis vaksin eropa masuk gelombang ketiga pandemi covid varian baru astrazeneca wkt dihentikan terjadi dampak negatif penggumpalan darah dll,-1,1,-1
330,temanteman sudah divaksin astrazeneca yg kebetulan punya wisdom teeth linunya kambuh gue kemarin linu banget secara tibatiba nggak makan anehaneh efek vaksin ya,-1,1,-1
331,hmm vaksin astrazeneca baca artikel berita yg bikin ngeri syedaph,-1,-1,-1
332,auto fasthand lepas fight daftar vaksin nih,1,-1,1
333,alhamdulilah dh settle cucuk vaksin astrazeneca dos,1,-1,1
334,woy vaksin astrazeneca aman gak sih,1,1,1
335,perbedaan vaksin astrazeneca vaksin sinovac selanjutnya terletak nilai efikasi efektivitasnya penelitian menunjukkan efektivitas vaksin astrazeneca mencegah covid sedangkan vaksin sinovac sebesar via,1,1,1
336,dg ketersediaan vaksin astrazeneca menurut bu khofifah bakalan memperluas cakupan vaksinasi termasuk kepda pengurus masjid,1,1,1
337,aman haram hukumnya di izinkan mui ada unsur babi aman halal,1,1,1
338,yg vaksin pertama astrazeneca vaksin kedua terkonfirmasi positif covid gak ya,-1,1,-1
339,vaksin astrazeneca sendiri telah di jatim mencapai ribu vial setara ribu dosis,-1,1,1
340,kalo udah vaksin sinovac vaksin astrazeneca gak sih,-1,-1,-1
341,pengen cerita side effects vaksin yg lumayan menyiksa bgt gua,-1,1,-1
342,vaksin dpt astrazeneca vaksin dpt coronavac jadi zombie,-1,-1,-1
343,skr vaksin astrazeneca udh beredar nkri sinovac yg beredar,-1,-1,-1
344,bes yang udah dapet vaksin astrazeneca efeknya gimanaa,-1,-1,-1
345,menurut pernyataan beliau ini mui mengeluarkan fatwa untuk memperbolehkan vaksin astrazeneca,-1,1,-1
346,manajemen astrazeneca indonesia mengklaim vaksin aman efektif mencegah covid uji klinis dilakukan terbukti seratus persen melindungi penyakit parah rawat inap kematian,1,-1,1
347,vaksin astrazeneca tu emang bikin cape ya sebel bgt ngapa ngapain cape,-1,-1,-1
348,jakarta vaksin astrazeneca bebas domisili dimana yak,1,-1,-1
349,dipertuan agong menzahirkan setinggitinggi penghargaan jepun atas sumbangan sejuta dos vaksin astrazeneca,1,-1,1
350,yang udah vaksin pake astrazeneca gimana rasanya,-1,-1,-1
351,dips di semarang yg udh vaksin tp yg vaksin astrazeneca tanya thanks,1,1,-1
352,uganda imepokea shehena ya pili ya dozi laki za chanjo ya corona ya astrazeneca kutoka india,-1,-1,-1
353,ugmfe yg udah divaksin astrazeneca vaksin cek dulu ya biar meminimalisir efek samping vaksinnya,-1,-1,1
354,gak perlu perdebatkan vaksin sinovac dgn astrazeneca yg baik aman halal intinya cepat divaksin lebih baik,1,1,1
355,tribun jogja pedagang pasar bantul disuntik vaksin astrazeneca,-1,-1,1
356,ngakak tega hanya divaksin pakai astrazeneca ogah sinovac awalnya pikir dia percaya buatan tiongkok lebih yakin vaksin perusahaan inggris ternyata saya salah,-1,-1,-1
357,sebenernya vaksin astrazeneca sinovac lebi baik sih,1,-1,1
358,negara menangguhkan pemakaian vaksin astrazeneca banyak kasus pembekuan darah di vaksin katanya indonesia mah lanjut ya haduh sungguh,-1,-1,-1
359,mutualku yg dokter yg paham vaksin astrazeneca gk yaa,-1,-1,1
360,yang gk percaya covid minta divaksin milih yang astrazeneca,-1,-1,-1
361,abis vaksin efeknya ngantuk bgt demiallah super ngantuk sampe meeting ga fokus yaallah juga pusing bgt huah takut demam aja btw di vaksin jenis astrazeneca,-1,-1,-1
362,hari gue vaksin astrazeneca kondisi gue sehat baik aja kalo ada side effect gue share,1,1,1
363,vaksin astrazeneca jadi ngeri gua,-1,1,-1
364,kipi vaksin astrazeneca bekas suntikan pastinya ngilu ngantuk pegel lemes sakit kepala berat banget mual kembung demam naik terus paracetamol ga mempan hilang nafsu makan trus kmrn gw nyambi ngurusin kerjaan,-1,-1,-1
365,jogja gencar menyediakan vaksin gratis yg umurnya lt thn bbrp faskes tp ya vaksin yg dipke astrazeneca yg msh pro kontra statement ostrali yg mengizinkan warga umur gt thn aja yg diberi vaksin itukorya yg mencampur vaksin dg pfizer divaksin,-1,1,-1
366,hari vaksin menggunakan vaksin sinovac sampai dilokasi menunggu menit ternyata vaksin sinovac ada ga yg tersedia vaksin astrazeneca,-1,1,-1
367,cerita efek samping pasca vaksin astrazeneca umur tahun divaksin kemarin jam pagi pulang abis vaksin langsung antisipasi minum paracetamol takut efek sampingnya parah aku sampe jam sore ada tandatanda muncul efek sampingnya,-1,-1,-1
368,sumpah jealous orang daftar untuk vaksin astrazeneca duk tunggu jelah mysejahtera update,-1,1,-1
369,vaskin astrazeneca mah jelek bagusan sinovac emang ya gimana ya gue yakin pandangan org kek gini di lingkungan gue doang org msh milih vaksin,-1,-1,-1
370,pokoknya vaksin astrazeneca disiapkan aman efektif harus dahulu mendapat izin penggunaan badan pengawas obat makanan bpom,1,1,1
371,jumat juni jam wib vaksin astrazeneca st shot tekanan darah suhu celsius wib observasi gak berasa wib mulai kerasa pegal bagian lengan yg disuntik lengan kiri lasts mins,-1,-1,-1
372,yg udah vaksin sinovac agau astrazeneca,1,-1,-1
373,minggu divaksin pake astrazeneca efek sampingnya ga separah yg dialami orang yg menerima vaksin sejenis terjadi kondisi respon tubuh orang berbeda ketika menerima yg baru masuk dalam tubuh,-1,-1,-1
374,ternyata dapet yg vaksin astrazeneca kirain sinovac,-1,-1,-1
375,selamat pagi berikut jumlah dos pertama vaksin astrazeneca berjaya diberikan mei mengikut ppv wtckl dos ukm dos um dos jumlah,1,1,1
376,andai covid diperkenalkan penyakit ghaib penyembuhannya perlu puasa ngomong menyendiri sembuh akan banyak yg percaya,1,1,1
377,umur lansia belum ikut vaksin pemerintah belum kerja bagian perusahaan belum ikut vaksin gotong royong di jakarta bisa dapet vaksin pengembangan univ oxford vaksin astrazeneca hm enak banget gue nying,1,-1,1
378,mo vaksin mending sinovac astrazeneca sinopharm mumpung pilihan,1,-1,1
379,aman ga klo disuntikan vaksin yg berbeda sinovac astrazeneca,1,-1,1
380,benarkah ada pilihan vaksin selain astrazeneca yg dimiliki indonesia tidak diusahakan vaksin,-1,-1,-1
381,pilih vaksin sinovac astrazeneca bingung,-1,-1,-1
382,vaksin sinovac rentang waktu vaksin dua hari sinopharm hari astrazeneca hari novavax hari moderna hari pfizerbiontech hari sehari orang vaksin target juta jiwa lama wabah bisa dikendalikan,-1,-1,-1
383,tak orang johor lepas daftar vaksin astrazeneca atm,-1,-1,-1
384,vaksin astrazeneca enzim babi unsur babi vaksin astrazeneca aman haram kata mui sudah izinkan untuk keadaan darurat perang covid,-1,-1,-1
385,jutaan muslim berbagai negara islam iran uni emirat arab bangladesh pakistan divaksinasi menggunakan vaksin astrazeneca,-1,-1,-1
386,kawankawan semak mysejahtera untuk dos kedua vaksin astrazeneca ramai dah tarikh harap vaksinasi berjalan cepat untuk orang kesian dengan kawankawan ibu bapa yang dapat dos pertama,-1,1,-1
387,individu didaftarkan pengetahuan untuk vaksin astrazeneca dihubungi citf dapatkan persetujuan kenyataan khairy mb selangor,1,1,1
388,juni vaksin astrazeneca mulai berasa pegel lengan bekas suntik minum paracetamol antisipasi kalo tb demam pas lg tidur,-1,1,-1
